frame,screen_x,screen_y
229,638.5800170898438,360.0
230,638.6000061035156,360.0
231,638.6199951171875,360.0
232,638.6399841308594,360.0
233,638.6600112915039,360.0
234,638.6800003051758,360.0
235,638.6999893188477,360.0
236,638.7200164794922,360.0
237,638.7400054931641,360.0
238,638.7599945068359,360.0
239,638.7799835205078,360.0
240,638.8000106811523,360.0
241,638.8199996948242,360.0
242,638.8399887084961,360.0
243,638.8600158691406,360.0
244,638.8800048828125,360.0
245,638.8999938964844,360.0
246,638.9199829101562,360.0
247,638.9400100708008,360.0
248,638.9599990844727,360.0
249,638.9799880981445,360.0
250,639.0000152587891,360.0
251,639.0200042724609,360.0
252,639.0399932861328,360.0
253,639.0599822998047,360.0
254,639.0800094604492,360.0
255,639.0999984741211,360.0
256,639.119987487793,360.0
257,639.1400146484375,360.0
258,639.1600036621094,360.0
259,639.1799926757812,360.0
260,639.1999816894531,360.0
261,639.2200088500977,360.0
262,639.2399978637695,360.0
263,639.2599868774414,360.0
264,639.2800140380859,360.0
265,639.3000030517578,360.0
266,639.3199920654297,360.0
267,639.3400192260742,360.0
268,639.3600082397461,360.0
269,639.379997253418,360.0
270,639.3999862670898,360.0
271,639.4200134277344,360.0
272,639.4400024414062,360.0
273,639.4599914550781,360.0
274,639.4800186157227,360.0
275,639.5000076293945,360.0
276,639.5199966430664,360.0
277,639.5399856567383,360.0
278,639.5600128173828,360.0
279,639.5800018310547,360.0
280,639.5999908447266,360.0
281,639.6200180053711,360.0
282,639.640007019043,360.0
283,639.6599960327148,360.0
284,639.6799850463867,360.0
285,639.7000122070312,360.0
286,639.7200012207031,360.0
287,639.739990234375,360.0
288,639.7600173950195,360.0
289,639.7800064086914,360.0
290,639.7999954223633,360.0
291,639.8199844360352,360.0
292,639.8400115966797,360.0
293,639.8600006103516,360.0
294,639.8799896240234,360.0
295,639.900016784668,360.0
296,639.9200057983398,360.0
297,639.9399948120117,360.0
298,639.9599838256836,360.0
299,639.9800109863281,360.0
300,640.0,360.0
301,640.0199890136719,360.0
302,640.0399780273438,360.0
303,640.0599670410156,360.0
304,640.0800323486328,360.0
305,640.1000213623047,360.0
306,640.1200103759766,360.0
307,640.1399993896484,360.0
308,640.1599884033203,360.0
309,640.1799774169922,360.0
310,640.1999664306641,360.0
311,640.2200317382812,360.0
312,640.2400207519531,360.0
313,640.260009765625,360.0
314,640.2799987792969,360.0
315,640.2999877929688,360.0
316,640.3199768066406,360.0
317,640.3399658203125,360.0
318,640.3600311279297,360.0
319,640.3800201416016,360.0
320,640.4000091552734,360.0
321,640.4199981689453,360.0
322,640.4399871826172,360.0
323,640.4599761962891,360.0
324,640.4799652099609,360.0
325,640.5000305175781,360.0
326,640.52001953125,360.0
327,640.5400085449219,360.0
328,640.5599975585938,360.0
329,640.5799865722656,360.0
330,640.5999755859375,360.0
331,640.6199645996094,360.0
332,640.6400299072266,360.0
333,640.6600189208984,360.0
334,640.6800079345703,360.0
335,640.6999969482422,360.0
336,640.7199859619141,360.0
337,640.7399749755859,360.0
338,640.7599639892578,360.0
339,640.780029296875,360.0
340,640.8000183105469,360.0
341,640.8200073242188,360.0
342,640.8399963378906,360.0
343,640.8599853515625,360.0
344,640.8799743652344,360.0
345,640.8999633789062,360.0
346,640.9200286865234,360.0
347,640.9400177001953,360.0
348,640.9600067138672,360.0
349,640.9799957275391,360.0
350,640.9999847412109,360.0
351,641.0199737548828,360.0
352,641.0399627685547,360.0
353,641.0600280761719,360.0
354,641.0800170898438,360.0
355,641.1000061035156,360.0
356,641.1199951171875,360.0
357,641.1399841308594,360.0
358,641.1599731445312,360.0
359,641.1800384521484,360.0
360,641.2000274658203,360.0
361,641.2200164794922,360.0
362,641.2400054931641,360.0
363,641.2599945068359,360.0
364,641.2799835205078,360.0
365,641.2999725341797,360.0
366,641.3200378417969,360.0
367,641.3400268554688,360.0
368,641.3600158691406,360.0
369,641.3800048828125,360.0
370,641.3999938964844,360.0
371,641.4199829101562,360.0
372,641.4399719238281,360.0
373,641.4600372314453,360.0
374,641.4800262451172,360.0
375,641.5000152587891,360.0
376,641.5200042724609,360.0
377,641.5399932861328,360.0
378,641.5599822998047,360.0
379,641.5799713134766,360.0
380,641.6000366210938,360.0
381,641.6200256347656,360.0
382,641.6400146484375,360.0
383,641.6600036621094,360.0
384,641.6799926757812,360.0
385,641.6999816894531,360.0
386,641.719970703125,360.0
387,641.7400360107422,360.0
388,641.7600250244141,360.0
389,641.7800140380859,360.0
390,641.8000030517578,360.0
391,641.8199920654297,360.0
392,641.8399810791016,360.0
393,641.8599700927734,360.0
394,641.8800354003906,360.0
395,641.9000244140625,360.0
396,641.9200134277344,360.0
397,641.9400024414062,360.0
398,641.9599914550781,360.0
399,641.97998046875,360.0
400,641.9999694824219,360.0
401,642.0200347900391,360.0
402,642.0400238037109,360.0
403,642.0600128173828,360.0
404,642.0800018310547,360.0
405,642.0999908447266,360.0
406,642.1199798583984,360.0
407,642.1399688720703,360.0
408,642.1600341796875,360.0
409,642.1800231933594,360.0
410,642.2000122070312,360.0
411,642.2200012207031,360.0
412,642.239990234375,360.0
413,642.2599792480469,360.0
414,642.2799682617188,360.0
415,642.3000335693359,360.0
416,642.3200225830078,360.0
417,642.3400115966797,360.0
418,642.3600006103516,360.0
419,642.3799896240234,360.0
420,642.3999786376953,360.0
421,642.4199676513672,360.0
422,642.4400329589844,360.0
423,642.4600219726562,360.0
424,642.4800109863281,360.0
425,642.5,360.0
426,642.5199890136719,360.0
427,642.5399780273438,360.0
428,642.5599670410156,360.0
429,642.5800323486328,360.0
430,642.6000213623047,360.0
431,642.6200103759766,360.0
432,642.6399993896484,360.0
433,642.6599884033203,360.0
434,642.6799774169922,360.0
435,642.6999664306641,360.0
436,642.7200317382812,360.0
437,642.7400207519531,360.0
438,642.760009765625,360.0
439,642.7799987792969,360.0
440,642.7999877929688,360.0
441,642.8199768066406,360.0
442,642.8399658203125,360.0
443,642.8600311279297,360.0
444,642.8800201416016,360.0
445,642.9000091552734,360.0
446,642.9199981689453,360.0
447,642.9399871826172,360.0
448,642.9599761962891,360.0
449,642.9799652099609,360.0
450,643.0000305175781,360.0
451,643.02001953125,360.0
452,643.0400085449219,360.0
453,643.0599975585938,360.0
454,643.0799865722656,360.0
455,643.0999755859375,360.0
456,643.1199645996094,360.0
457,643.1400299072266,360.0
458,643.1600189208984,360.0
459,643.1800079345703,360.0
460,643.1999969482422,360.0
461,643.2199859619141,360.0
462,643.2399749755859,360.0
463,643.2599639892578,360.0
464,643.280029296875,360.0
465,643.3000183105469,360.0
466,643.3200073242188,360.0
467,643.3399963378906,360.0
468,643.3599853515625,360.0
469,643.3799743652344,360.0
470,643.3999633789062,360.0
471,643.4200286865234,360.0
472,643.4400177001953,360.0
473,643.4600067138672,360.0
474,643.4799957275391,360.0
475,643.4999847412109,360.0
476,643.5199737548828,360.0
477,643.5399627685547,360.0
478,643.5600280761719,360.0
479,643.5800170898438,360.0
480,643.6000061035156,360.0
481,643.6199951171875,360.0
482,643.6399841308594,360.0
483,643.6599731445312,360.0
484,643.6799621582031,360.0
485,643.7000274658203,360.0
486,643.7200164794922,360.0
487,643.7400054931641,360.0
488,643.7599945068359,360.0
489,643.7799835205078,360.0
490,643.7999725341797,360.0
491,643.8200378417969,360.0
492,643.8400268554688,360.0
493,643.8600158691406,360.0
494,643.8800048828125,360.0
495,643.8999938964844,360.0
496,643.9199829101562,360.0
497,643.9399719238281,360.0
498,643.9600372314453,360.0
499,643.9800262451172,360.0
500,644.0000152587891,360.0
501,644.0200042724609,360.0
502,644.0399932861328,360.0
503,644.0599822998047,360.0
504,644.0799713134766,360.0
505,644.1000366210938,360.0
506,644.1200256347656,360.0
507,644.1400146484375,360.0
508,644.1600036621094,360.0
509,644.1799926757812,360.0
510,644.1999816894531,360.0
511,644.219970703125,360.0
512,644.2400360107422,360.0
513,644.2600250244141,360.0
514,644.2800140380859,360.0
515,644.3000030517578,360.0
516,644.3199920654297,360.0
517,644.3399810791016,360.0
518,644.3599700927734,360.0
519,644.3800354003906,360.0
520,644.4000244140625,360.0
521,644.4200134277344,360.0
522,644.4400024414062,360.0
523,644.4599914550781,360.0
524,644.47998046875,360.0
525,644.4999694824219,360.0
526,644.5200347900391,360.0
527,644.5400238037109,360.0
528,644.5600128173828,360.0
529,644.5800018310547,360.0
530,644.5999908447266,360.0
531,644.6199798583984,360.0
532,644.6399688720703,360.0
533,644.6600341796875,360.0
534,644.6800231933594,360.0
535,644.7000122070312,360.0
536,644.7200012207031,360.0
537,644.739990234375,360.0
538,644.7599792480469,360.0
539,644.7799682617188,360.0
540,644.8000335693359,360.0
541,644.8200225830078,360.0
542,644.8400115966797,360.0
543,644.8600006103516,360.0
544,644.8799896240234,360.0
545,644.8999786376953,360.0
546,644.9199676513672,360.0
547,644.9400329589844,360.0
548,644.9600219726562,360.0
549,644.9800109863281,360.0
550,645.0,360.0
551,645.0199890136719,360.0
552,645.0399780273438,360.0
553,645.0599670410156,360.0
554,645.0800323486328,360.0
555,645.1000213623047,360.0
556,645.1200103759766,360.0
557,645.1399993896484,360.0
558,645.1599884033203,360.0
559,645.1799774169922,360.0
560,645.1999664306641,360.0
561,645.2200317382812,360.0
562,645.2400207519531,360.0
563,645.260009765625,360.0
564,645.2799987792969,360.0
565,645.2999877929688,360.0
566,645.3199768066406,360.0
567,645.3399658203125,360.0
568,645.3600311279297,360.0
569,645.3800201416016,360.0
570,645.4000091552734,360.0
571,645.4199981689453,360.0
572,645.4399871826172,360.0
573,645.4599761962891,360.0
574,645.4799652099609,360.0
575,645.5000305175781,360.0
576,645.52001953125,360.0
577,645.5400085449219,360.0
578,645.5599975585938,360.0
579,645.5799865722656,360.0
580,645.5999755859375,360.0
581,645.6199645996094,360.0
582,645.6400299072266,360.0
583,645.6600189208984,360.0
584,645.6800079345703,360.0
585,645.6999969482422,360.0
586,645.7199859619141,360.0
587,645.7399749755859,360.0
588,645.7599639892578,360.0
589,645.780029296875,360.0
590,645.8000183105469,360.0
591,645.8200073242188,360.0
592,645.8399963378906,360.0
593,645.8599853515625,360.0
594,645.8799743652344,360.0
595,645.8999633789062,360.0
596,645.9200286865234,360.0
597,645.9400177001953,360.0
598,645.9600067138672,360.0
599,645.9799957275391,360.0
600,645.9999847412109,360.0
